"did;query;name;duplicate_ids;aas_spec;qualifier;category;datatype;unit;metalabel"
"486;pressure at which a vacuum pump can be started without any damage;initial pressure;77;Property;;Constant;REAL_MEASURE;Pascal;44"
"487;owest vacuum pump inlet pressure at zero throughput — obtained in the test dome — after time limited conditioning of the vacuum pump and the test dome;basic pressure;78;Property;SUP;Constant;REAL_MEASURE;Pascal;44"
"488;flow rate required to activate a balancing device;compensating flow;80;Property;SUP;Constant;REAL;m³/h;39"
"489;flow rate leaking through the seals;leakage flow;81;Property;SUP;Constant;REAL_MEASURE;;49"
"490;lowest thermal flow under which the pump can operate without damage;lowest permissible thermal flow;82;Property;SUP;Constant;REAL;m³/h;39"
"491;lowest flow at which the pump can operate without exceeding the vibration limits imposed by this International Standard;lowest ongoing stable flow;83;Property;SUP;Constant;REAL;m³/s;39"
"492;Internally flow losses due to free spaces;loss of flow;85;Property;SUP;Constant;REAL;m³/s;39"
"493;Product of geometric displacement volume and rotational speed or stroke frequency.;geometric flow rate;86;Property;SUP;Constant;REAL;m³/s;39"
"494;volume of gas per unit of time;volumetric flow;87;Property;SUP;Constant;REAL_MEASURE;m³/s;39"
"495;net positive suction head required to limit to 3 % the fall in the total head of the first stage of the pump;NPSH3;88;Property;SUP;Constant;REAL;Meter;41"
"496;NPSH that results in a 3 % loss of head (first-stage head in a multistage pump) determined by the vendor by testing with water;NPSH3;88;Property;SUP;Constant;REAL;Meter;41"
"497;Minimum NPSH for a pump achieving a specified performance at the specified rate of flow and speed (occurrence of visible cavitation, increase of noise due to cavitation, appearance of head or efficiency drop, head or efficiency drop of a given amount, etc.).;NPSHR;89;Property;SUP;Constant;REAL;Meter;41"
"498;The shut-off head of a pump indicates the amount of pressure required to reach a condition where the flow rate in a vertical pipe connected to the operating pump becomes zero.;shut off head;90;Property;SUP;Constant;REAL_MEASURE;Meter;41"
"499;highest head of a pump if it is not reached atzero flow rate;peak head;91;Property;SUP;Constant;REAL_MEASURE;Meter;41"
"500;relationship between the total head of the pump and the rate of flow at given operating/rated conditions of speed and liquid;pump head capacity curve;96;File;SUP;;;;2"
"501;relationship between the pump power input and the rate of flow at given operating/rated conditions of speed and liquid;pump power input curve;93;File;;;;;1|2"
"502;relationship between the npshr and the rate of flow at given operating/rated conditions of speed and liquid;pump npshr curve;94;File;;;;;1|2"
"503;relationship between the efficiency of the pump and the rate of flow at given operating/rated conditions of speed and liquid;efficiency curve of the pump;95;File;;;;;1|2"
"504;load in line with the pump shaft caused by hydraulic forces acting on the impeller shrouds and rotor;axial load;97;Property;SUP;Constant;REAL_MEASURE;N;42"
"505;Largest value of the remaining axial thrust on the pump rotor resulting from operation of the pump under any conditions within its permissible operating range.;highest axial load;98;Property;SUP;Constant;REAL_MEASURE;N;42"
"506;Radial load capacity of the pump rotor for which the bearing system is selected;Constructive radial load;99;Property;SUP;Constant;REAL_MEASURE;Newton;42"
"507;Greatest radial load on the pump rotor resulting from operation of the pump at any conditions within the permissible operating range.;highest radial load ;100;Property;SUP;Constant;REAL_MEASURE;Newton;42"
"508;mathematical expectation of the operating time between failures;mtbf;101;Property;SUP;Constant;REAL;hours;47"
"509;average operating time between two consecutive failures of a technical system that each initiate a period of downtime;mtbf;101;Property;SUP;Constant;REAL_MEASURE;h;47"
"510;possible fieldbuses for the component;possible fieldbuses;102;Submodel Element Collection;SUP;;SET [0,?];;52"
"511;Possible types of control supported by the component;possible control mode;103;Submodel Element Collection;SUP;;SET [0,?];;52"
"512;indicates whether a component can be controlled or not ;controllable ;104;Property;SUP;Constant;BOOLEAN;;48"
"513;fluids which the pump can handle;fluids for the pump;105;Submodel Element Collection;SUP;;SET [1, ?] ;;52"
"514;the fieldbus selected by the customer;selected fieldbus;106;Property;SPE;Parameter;ENUM_STRING;;36"
"515;mode of operation of the pump;mode of operation;107;Property;SPE;Parameter;ENUM_STRING;;36"
"516;control mode desired by the costumer;desired control mode;108;Property;SPE;Parameter;ENUM_CODE;;36"
"517;the fluid used in the process;fluid needed;109;Property;SPE;Parameter;ENUM_CODE;;36"
"518;highest relative humidity occurring under normal operating conditions ;highest relative air humidty;110;Property;SPE;Parameter;REAL_MEASURE;%;33"
"519;smallest relative humidity occurring under normal operating conditions ;smallest relative air humidity;112;Property;;Parameter;REAL_MEASURE;%;33|10"
"520;highest ambient temperature occurring under normal operating conditions ;highest ambient temp;111;Property;SPE;Parameter;REAL;K;34"
"521;smallest ambient temperature occurring under normal operating conditions ;smallest ambient temp;113;Property;SPE;Parameter;REAL;°C;34"
"522;Amount of solids in the fluid ;solid fraction;114;Property;SPE;Parameter;REAL;%;33"
"523;temperature to which a particular piece of equipment is subjected during normal operation;operating temperature ;115;Property;SPE;Parameter;REAL_MEASURE;°C;34"
"524;highest fluid temperature at which a hydraulic component and/or system operates continuously without degradation in performance and without damage;maximum fluid temperature;116;Property;SPE;Parameter;REAL_MEASURE;°C;34"
"525;lowest fluid temperature at which a hydraulic component and/or system operates continuously without degradation in performance and without damage;minimum fluid temperature;117;Property;SPE;Parameter;REAL_MEASURE;K;34"
"526;the rated inlet pressure of the plant specified for normal working conditions;nominal input pressure of the plant ;118;Property;SPE;Parameter;REAL_MEASURE;Pascal;32"
"527;minimum outlet pressure of the plant;outlet pressure min;119;Property;SPE;Parameter;REAL_MEASURE;N/m²;32"
"528;maximum outlet pressure that can occur during operation;outlet pressure max;120;Property;SPE;Parameter;REAL;Pa;32"
"529;minimum inlet pressure of the plant;inlet pressure min;121;Property;;Parameter;REAL;Pa;32|9"
"530;maximum steady-state inlet pressure at which the pump may be required to operate;inlet pressure max;122;Property;SPE;Parameter;REAL_MEASURE;Pascal;32"
"531;Largest flow rate that can be expected under working conditions ;maximum rate of flow;123;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"532;minimum flow rate that can be expected under operating conditions ;minimum rate of flow;124;Property;SPE;Parameter;REAL;l/s;30"
"533;flow rate expected under normal operating conditions;normal rate of flow;125;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"534;rated head of the pump which is expected under normal working conditions;nominal head of the pump unit;126;Property;SPE;Parameter;REAL_MEASURE;Meter;31"
"535;minimum head a pump delivers when operating;head min;127;Property;SPE;Parameter;REAL_MEASURE;m;31"
"536;maximum head a pump delivers when operating;head max;128;Property;;Parameter;REAL;m;31|7"
"537;plane through the higher centre;npsh datum plane;129;Property;SPE;Parameter;REAL;m;31"
"538;nominal plane specified by a measurement standard to ensure comparability of results;reference level;130;Property;SPE;Parameter;REAL;Meter;31"
"539;Height of the liquid level on the outlet side of the system or in the center of the outlet manifold.;plant outlet side height;131;Property;SPE;Parameter;REAL_MEASURE;Meter;31"
"540;Height of the liquid level on the inlet side of the system or in the center of the outlet manifold.;plant inlet side height;132;Property;SPE;Parameter;REAL_MEASURE;Meter;31"
"541;height of te pump in the system;pump height;133;Property;SPE;Parameter;REAL_MEASURE;mm;31"
"542;Time or period during which an item is required to perform a stated function.;RT;134;Property;SPE;Parameter;REAL_MEASURE;h;35"
"543;height of the centre of the exhaust pressure gauge;height of exhaust pressure gauge ;135;Property;CON;Parameter;REAL_MEASURE;Meter;7"
"544;height of the centre of the inlet pressure gauge;height of inlet pressure gauge ;136;Property;CON;Parameter;REAL_MEASURE;m;7"
"545;ratio between the applied shear stress and rate of shear of a liquid;dynamic viscosity;137;Property;CON;Parameter;REAL;Pa*s;4"
"546;ratio between the dynamic viscosity and the density of the liquid at the temperature of viscosity measured;kinematic viscosity;138;Property;CON;Parameter;REAL_MEASURE;m²/s;4"
"547;mass of the substance divided by its volume;density;139;Property;;Parameter;REAL_MEASURE;kg/m³;4|58"
"548;pressure of the atmosphere at a specified place and time;pressure of the athmosphere;140;Property;;Parameter;REAL;bar;32|9"
"549;differential pressure measured between the inlet and outlet ports for the operating conditions;diff pr rated;141;Property;CON;Parameter;REAL;Pa;9"
"550;highest expected pressure at the seal (or seals) during any specified operating condition and during start-up and shutdown;mdsp;142;Property;;Parameter;REAL;N/m²;32|9"
"551;air flow rate at a specified pressure difference declared by the manufacturer, corrected to standard conditions;rated flow rate;143;Property;CON;Parameter;REAL;m³/h;5"
"552;maximum flow rate which the pump can deliver without getting damaged;maximum permissible flow rate ;144;Property;CON;Parameter;REAL_MEASURE;m³/s;5"
"553;minimum flow rate which the pump can deliver without getting damaged;minimum permissible flow rate ;145;Property;;Parameter;REAL;l/s;30|5"
"554;smallest stable flow rate a pump can deliver without damage;smallest permissible stable flow;146;Property;CON;Parameter;REAL_MEASURE;l/h;5"
"555;total head at the outlet of the plant;plant outlet total head;147;Property;CON;Parameter;REAL_MEASURE;m;7"
"556;total head at the inlet of the plant;plant inlet total head;148;Property;CON;Parameter;REAL_MEASURE;dm;7"
"557;difference between total head at the outlet and inlet of the plant;plant total head;149;Property;;Parameter;REAL_MEASURE;dm;31|7"
"558;difference between total head at the outlet and inlet of the pump;total head of the pump;150;Property;;Parameter;REAL_MEASURE;Meter;31|7"
"559;npsh datum plane minus reference plane;npsh datum plane height;151;Property;CON;Parameter;REAL_MEASURE;Meter;7"
"560;NPSH available as determined by the conditions of the installation for a specified rate of flow;npsha;152;Property;CON;Parameter;REAL_MEASURE;Meter;7"
"561;rated flow rate divided by the inlet area of the plant ;Average nominal velocity in the inlet area of the plant;153;Property;CON;Parameter;REAL_MEASURE;m/s;11"
"562;rated flow rate divided by the outlet area of the plant ;Average nominal velocity in the outlet area of the plant;154;Property;CON;Parameter;REAL;km/h;11"
"563;rated power of the pump under the specified working conditions ;rated power of the pump;155;Property;CON;Parameter;REAL_MEASURE;W;8"
"564;pump power output divided by the pump power input;efficiency of the pump;156;Property;CON;Parameter;REAL;%;10"
"565;highest efficiency possible for the pump;highest pump efficiency;157;Property;CON;Parameter;REAL;%;10"
"566;ratio of the power required to compress the working fluid to the compressor input power;mechanical efficiency of the pump;158;Property;CON;Parameter;REAL_MEASURE;%;10"
"567;The ratio the theoretical required power to the shaft power;overall efficiency;159;Property;;Parameter;REAL_MEASURE;%;33|10"
"568;Nominal speed (nN) is a suitable, rounded speed value for classifying the speed range;nominal speed;160;Property;CON;Parameter;REAL_MEASURE;1/s;6"
"569;time period during which all the performance requirements are met;usefull life;161;Property;;Parameter;REAL_MEASURE;hours;35|12"
"570;current condition of the device ;condition of the element;162;Property;OP;Variable;ENUM_CODE;;25"
"571;Period of time during which an item performs its intended function, it includes all the time a machine is continuously running from start-up until it is shut down.;ot;163;Property;OP;Variable;REAL_MEASURE;h;23"
"572;Period of time during which maintenance actions are performed on an item either manually or automatically, including the time due to delays inherent in the maintenance action.;mt;164;Property;OP;Variable;REAL_MEASURE;h;23"
"573;duration of a maintenance action, excluding logistic delay;active maintenance time;165;Property;OP;Variable;REAL_MEASURE;h;23"
"574;Period of time during which an item is in a condition to perform its intended function.;ut;166;Property;OP;Variable;REAL_MEASURE;h;23"
"575;period of time during which a system or component is operational and in service, but not in use;it;167;Property;OP;Variable;REAL;h;23"
"576;Time during which an item is not in condition to perform its intended function.;dt;168;Property;OP;Variable;REAL;h;23"
"577;time spent on repairing the engine;rt;169;Property;OP;Variable;REAL;min;23"
"578;mean duration of operation between consecutive failures of a functional unit under given conditions;mtbf;170;Property;OP;Variable;REAL;min;23"
"579;Mean value of the duration of repair times.;mean time to repair;171;Property;OP;Variable;REAL;h;23"
"580;operating time of the product from the commencement of its usage to the first failure ;operating time until failure;172;Property;OP;Variable;REAL;hours;23"
"581;duration of operation between consecutive failures of a functional unit under given conditions;otbf;173;Property;OP;Variable;REAL_MEASURE;hours;23"
"582;duration between consecutive failures of a functional unit under given conditions;tbf;174;Property;OP;Variable;REAL_MEASURE;hours;23"
"583;ratio of the number of failures of a given category to a given unit of measure;failure ratio;175;Property;OP;Variable;REAL;%;20"
"584;publication issued by the manufacturer which contains detailed data and instructions related to the design, installation, operation and maintenance of equipment;operations manual;176;File;SUP;;;;2"
"585;document which contains advice on care and servicing requirements of a construction works;service manual;177;File;SUP;;;;2"
"586;document that identifies all spare parts;list of spare parts;178;File;;;;;1|2"
"587;drawing representing the relative position and/or shape of a group of assembled parts;assembly drawing;179;File;SUP;;;;2"
"588;drawing showing parts of a construction or a component, generally enlarged, and including specific information about the form and construction or about the assembly and joints;detailed drawing;180;File;;;;;1|2"
"589;A graphic representation of a logic design;logic graphic;181;File;SUP;;;;2"
"590;diagram providing information about the circuitry of an object(s);wiring diagram;182;File;SUP;;;;2"
"591;process flow diagram representing the technical realization of a process system by means of graphical symbols for equipment, connections and process measurement and control functions;piping and instrumentation diagram;183;File;SUP;;;;2"
"592;List of work orders for a specific device;Device Maintenance Report;184;File;;;;;1|2"
"593;work to be carried out by personnel during maintenance including time specifications;staff admission;185;File;OP;;;;1"
"594;list of the personnel involved in maintenance;personal included;186;File;OP;;;;1"
"595;description of the work to do;description of execution;187;File;OP;;;;1"
"596;loss of ability of an item to perform satisfactorily due to changes in performance requirements;Obsolescence;188;Property;OP;Variable;BOOLEAN;;24"
"597;property of being accessible and usable on demand by an authorized entity;Availability;189;Property;OP;Variable;REAL;%;20"
"598;probability for an item to be in a state to perform as required at a given instant;immediate Availability;190;Property;OP;Variable;REAL;%;20"
"599;ratio between actual and desired availability ;Availability due to production;191;Property;OP;Variable;REAL;%;20"
"600;percentage availability of a component over a certain period of time;Availability depending on time;192;Property;OP;Variable;REAL;%;20"
"601;ability of a system or subsystem to be maintained or restored to specified conditions within a given period of time;maintainability;193;Property;OP;Variable;REAL;%;20"
"602;degree to which an object or an object’s services provide agreed or expected functionality during a defined time period under specified conditions;reliability;194;Property;OP;Variable;REAL;%;20"
"603;reliability of a component when used under expected conditions of operation and maintenance;Reliability expected;195;Property;OP;Variable;REAL;%;20"
"604;reliability of a component when operated under normal conditions and only routine maintenance is performed;Intrinsic reliability;196;Property;OP;Variable;REAL;%;20"
"605;actual reliability of a component under real operating conditions;operating reliability;197;Property;OP;Variable;REAL;%;20"
"606;characteristic of a structure to resist gradual degradation of its serviceability in a given environment for the design service life;durability;198;Property;OP;Variable;REAL_MEASURE;%;20"
"607;maintenance time after a component has broken down;breakdown maintenance time;199;Property;OP;Variable;REAL_MEASURE;hours;23"
"608;number of component failures;failure number;200;Property;OP;Variable;INT;;26"
"609;level of potential harm;degree of severity;201;Property;OP;Variable;STRING;;28"
"610;severity of the effect of a failure combined with the probability of its occurrence;degree of criticality;202;Property;OP;Variable;STRING;;28"
"611;date of the first installation into a hardware component;date of installation;203;Property;BUILT;Variable;DATE_TIME;;3"
"612;date on which the component was last inspected;date of the last inspection ;204;Property;;Variable;DATE_TIME;;29|3"
"613;date on which the component is to be inspected next time;date of the next inspection;205;Property;OP;Variable;DATE_TIME;;29"
"614;date on which the last service was performed on the component;date of the last service;206;Property;;Variable;DATE_TIME;;29|3"
"615;date on which the next service will be performed on the component;date of the next service;207;Property;OP;Variable;DATE;;29"
"616;time spent on the preventive maintenance of the engine;preventive maintenance period;208;Property;OP;Variable;REAL_MEASURE;hours;23"
"617;this signal provides the pump speed;speed;209;Property;OP;Variable;REAL_MEASURE;s^(-1);16"
"618;the outlet pressure of the installation;outletpressureinstallation;210;Property;OP;Variable;REAL;Pascal;19"
"619;actual inlet pressure of the installation;installation inlet pressure;211;Property;OP;Variable;REAL;Pa;19"
"620;this signal provides the differential pressure;diff pressure;212;Property;OP;Variable;REAL_MEASURE;Pa;19"
"621;the process pressure;processpressure;213;Property;OP;Variable;REAL_MEASURE;Pascal;19"
"622;actual back pressure;backpressure;214;Property;OP;Variable;REAL_MEASURE;Pascal;19"
"623;this signal provides the ambient temperature;amb temp;215;Property;OP;Variable;REAL_MEASURE;°C;22"
"624;the coolant temperature;cool temp;216;Property;OP;Variable;REAL;°C;22"
"625;the actual temperature of the fluid;fluidtemperature;217;Property;OP;Variable;REAL;°C;22"
"626;this signal provides the temperature of the pump;pump temp;218;Property;OP;Variable;REAL;°C;22"
"627;actual bearing temperature of the pump;bearingtemp;219;Property;OP;Variable;REAL_MEASURE;°C;22"
"628;the temperature of the housing;housingtemperature;220;Property;OP;Variable;REAL_MEASURE;K;22"
"629;this signal provides the electronic temperature;elec temp;221;Property;OP;Variable;REAL_MEASURE;K;22"
"630;actual mass flow;massflow;222;Property;OP;Variable;REAL;kg/s;15"
"631;the total head at the outlet of the installation;installation outlet head;223;Property;OP;Variable;REAL;m;17"
"632;this signal provides the total head at the inlet of the installation;installationinlethead;224;Property;OP;Variable;REAL;Meter;17"
"633;difference between installation outlet and inlet head;installationtotalhead;225;Property;OP;Variable;REAL_MEASURE;dm;17"
"634;actual total head of the pump;total head pump;226;Property;OP;Variable;REAL_MEASURE;Meter;17"
"635;this signal provides the power output of the pump;power output pump;227;Property;OP;Variable;REAL_MEASURE;kW;18"
"636;actual pump power input;pumppowerinput;228;Property;OP;Variable;REAL_MEASURE;Watt;18"
"637;actual density of the liquid;density;229;Property;OP;Variable;REAL_MEASURE;kg/m³;14"
"638;the actual dynamic viscosity ;dyn viscosity;230;Property;OP;Variable;REAL;Pa*s;14"
"639;this signal provides the kinematic viscosity;kinematicviscosity;231;Property;OP;Variable;REAL_MEASURE;m²/s;14"
"640;measured humidity of the environment;environmental humidity;232;Property;OP;Variable;REAL_MEASURE;%;20"
"641;actual humidity inside the pump;pumphumidity;233;Property;OP;Variable;REAL_MEASURE;%;20"
"642;accumulation of all starts ;numberstarts;234;Property;OP;Variable;REAL_MEASURE;;27"
"643;actual accoustic pressure level;accoustic pressure level;235;Property;OP;Variable;REAL_MEASURE;dB;13"
"644;this signal provides the sound power level;soundpowerlevel;236;Property;OP;Variable;REAL;dB(A);13"
"645;the actual sound energy level;soundenergylevel;237;Property;OP;Variable;REAL_MEASURE;dB;13"
"646;actual volumetric efficiency of the pump;volumetricefficiency;238;Property;OP;Variable;REAL_MEASURE;%;20"
"647;this signal provides the hydraulic efficiency;hydraulicefficiency;239;Property;OP;Variable;REAL_MEASURE;%;20"
"648;actual pump efficiency;pump eff;240;Property;OP;Variable;REAL_MEASURE;%;20"
"649;actual mechanical efficiency;mechanicalefficiency;241;Property;OP;Variable;REAL_MEASURE;%;20"
"650;this signal provides the total efficiency;total efficiency;242;Property;OP;Variable;REAL_MEASURE;%;20"
"651;the inlet pressure of the pump;pump inlet pressure;243;Property;OP;Variable;REAL_MEASURE;N/m²;19"
"652;actual outlet pressure of the pump;pump outlet pressure;248;Property;OP;Variable;REAL_MEASURE;Pascal;19"
"653;this signal provides the flow at the inlet of the pump;inletrateofflow;245;Property;OP;Variable;REAL_MEASURE;m³/s;15"
"654;actual velocity at the inlet;inletvelocity;246;Property;OP;Variable;REAL_MEASURE;m/s;21"
"655;the actual head at the inlet of the pump;pump inlet head;247;Property;OP;Variable;REAL_MEASURE;m;17"
"656;signal measures the inlet temperature of the pump;pump inlet temperature;244;Property;OP;Variable;REAL_MEASURE;K;22"
"657;outlet temperature of the pump;pumpoutlettemperature;249;Property;OP;Variable;REAL_MEASURE;K;22"
"658;the actual outlet rate of flow of the pump;outletrateofflow;250;Property;OP;Variable;REAL_MEASURE;l/s;15"
"659;Characterization of the energy efficiency of electric motors according to international standards;Energy efficiency class (motor);251;Property;SUP;Constant;REAL_MEASURE;%;45"
"660;gives an idea of the the appliance's electrical consumption;efficiency class (motor);251;Property;SUP;Constant;REAL_MEASURE;%;45"
"661;ratio of its useful power output to its total power input;motor energy efficiency rating;251;Property;SUP;Constant;REAL_MEASURE;%;45"
"662;Indication of the rated power consumption in watts;Nominal power consumption;252;Property;SUP;Constant;REAL_MEASURE;W;43"
"663;the power rating of equipment is the highest power input allowed to flow through particular equipment. According to the particular discipline, the term ""power"" may refer to electrical or mechanical power.;total rated power;252;Property;SUP;Constant;REAL_MEASURE;Watt;43"
"664;the power consumed by the motor when the rated voltage is applied to the motor (rated voltage × rated current);Rated power consumption;252;Property;SUP;Constant;REAL_MEASURE;Watt;43"
"665;Reference value of the fan power consumption;power consumption (reference value);252;Property;SUP;Constant;REAL_MEASURE;W;43"
"666;Design of the object at a certain frequency, which is repeated regularly;nominal frequency;253;Property;SUP;Constant;REAL_MEASURE;Hz;40"
"667;the rated value of the system frequency;nominal frequency;253;Property;SUP;Constant;REAL_MEASURE;Hz;40"
"668;in Hertz (Hz) specified by the manufacturer for the normal usage of a generator, and the accessory or associated equipment;rated frequency;253;Property;SUP;Constant;REAL_MEASURE;Hz;40"
"669;A suitable, maximum (usually rounded) value of a frequency to describe, designate or identify a component, device, resource, facility or equipment;frequenz limit;254;Property;SUP;Constant;REAL_MEASURE;Hertz;40"
"670;A suitable, maximum (usually rounded) value of a frequency to describe, designate or identify a component, device, resource, facility or equipment;maximum frequency;254;Property;SUP;Constant;REAL_MEASURE;Hertz;40"
"671;A suitable, maximum (usually rounded) value of a frequency to describe, designate or identify a component, device, resource, facility or equipment;cutoff frequency;254;Property;SUP;Constant;REAL_MEASURE;Hertz;40"
"672;The rated current is the current flowing in an electrical device when the device is supplied with the rated voltage and delivers its rated power;rated current;256;Property;SUP;Constant;REAL_MEASURE;Hertz;40"
"673;the current drawn by the motor while delivering rated mechanical output at its shaft;nominal current;256;Property;SUP;Constant;REAL_MEASURE;Hertz;40"
"674;the current drawn by a motor at its full load, calculated using formula is known as the rated current.;motor rated current;256;Property;SUP;Constant;REAL_MEASURE;Hertz;40"
"675;Flowing current when the device is supplied with nominal voltage and delivers nominal power;nominal current of motor;256;Property;SUP;Constant;REAL_MEASURE;Hertz;40"
"676;the power factor (PF) is a measure of the inductive or capacitive load, which is expressed in the phase shift between current and voltage for sinusoidal voltages. Mathematically, it is the quotient of active power (P) and apparent power (S).;PF (power factor);257;Property;SUP;Constant;REAL_MEASURE;%;45"
"677;describe the degree to which the be used to describe the extent to which a the extent to which a given load, connected to the supply network (usually 220 V or 110 V), behaves like a real resistor;PF (power factor);257;Property;SUP;Constant;REAL_MEASURE;%;45"
"678;an Anglo-American unit in mechanics for the rotational speed, for example of a rotary axis;RPM;258;Property;SUP;Constant;REAL_MEASURE;rpm;39"
"679;indicates the number of revolutions in a time period related to this time period;speed;258;Property;SUP;Constant;REAL_MEASURE;rpm;39"
"680;indicates how many revolutions a rotary movement has;revolutions per minute;258;Property;SUP;Constant;REAL_MEASURE;rpm;39"
"681;Revolutions per minute (abbreviated rpm, RPM, rev/min, r/min, or with the notation min ) is the number of turns in one minute. It is a unit of rotational speed or the frequency of rotation around a fixed axis.;rotation frequency;258;Property;SUP;Constant;REAL_MEASURE;rpm;39"
"682;indicates how many revolutions a rotary movement has;orbital freuquency;258;Property;SUP;Constant;REAL_MEASURE;rpm;39"
"683;actual rounds per minute to an axis;rounds per minute;258;Property;SUP;Constant;REAL_MEASURE;rpm;39"
"684;indicates how many revolutions a rotary movement has;rotations per minute;258;Property;SUP;Constant;REAL_MEASURE;rpm;39"
"685;the force acting on the drive shaft during rotation ;moment of force at nominal speed ;259;Property;SUP;Constant;REAL_MEASURE;Nm;42"
"686;defined as ratio of the useful work done to the heat provided;engine efficiency;260;Property;SUP;Constant;REAL_MEASURE;%;45"
"687;determined by calculating the amount of energy going into the energy transformation to the useful energy coming out;efficiency;260;Property;SUP;Constant;REAL_MEASURE;%;45"
"688;the ratio of the usable energy generated to the energy input;motor efficiency;260;Property;SUP;Constant;REAL_MEASURE;%;45"
"689; describes the efficiency of a technical device or system as a ratio of the dimension number or percentage, and usually the ratio of useful energy to supplied energy;machine efficiency;260;Property;SUP;Constant;REAL_MEASURE;%;45"
"690;describes the efficiency of a technical device or system as a ratio of the dimension number or percentage, and usually the ratio of useful energy to supplied energy;efficiency of the pump;260;Property;SUP;Constant;REAL_MEASURE;%;45"
"691;the protection classes are used to assess and classify equipment / devices with regard to their protection against electric shock.;protection class;261;Submodel Element Collection;SUP;;ENUM_STRING;;70"
"692;the protection class is used to classify and identify electrical equipment (e.g. devices and installation components) with regard to the existing protection and safety measures to prevent electric shock.;equipment class;261;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"693;in the electrical appliance manufacturing industry, the following IEC protection classes are defined in IEC 61140 and used to differentiate between the protective-earth connection requirements of devices;Appliance classes;261;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"694;number of vibrations of waves (per second);rate;262;Property;OP;Variable;REAL_MEASURE;Hertz;16"
"695;a measure of how quickly the repetitions follow each other in a periodic process;frequency;262;Property;OP;Variable;REAL_MEASURE;Hertz;16"
"696;Frequency, oscillation number, the number of full oscillations per unit time. It is the reciprocal of the oscillation or period duration ""T"";oscillation number;262;Property;OP;Variable;REAL_MEASURE;Hertz;16"
"697;a measure of how quickly the repetitions follow each other in a periodic process. The frequency is the reciprocal of the period duration;oscillation rate;262;Property;;Variable;REAL_MEASURE;Hertz;16"
"698;The torque indicates the force acting on the drive shaft during rotation. It is therefore specified in Newton meters (Nm);torque value;263;Property;OP;Variable;REAL_MEASURE;Nm;53"
"699;torsional moment is the force acting on a pivot point under a lever arm;torsional moment;263;Property;OP;Variable;REAL_MEASURE;Nm;53"
"700;In engineering mechanics, a moment is called a torsional moment if a body loaded with it is twisted;moment of force;263;Property;OP;Variable;REAL_MEASURE;Newton;53"
"701;Torque is a physical quantity in classical mechanics that denotes the rotational effect of a force, pair of forces, or other system of forces on a body;moment of strength;263;Property;OP;Variable;REAL_MEASURE;Nm;53"
"702;indicates how strongly a force acts on a rotatably mounted body;torsion moment;263;Property;OP;Variable;REAL_MEASURE;Newton;53"
"703;The torque describes the force acting on a pivot point under a lever arm (torque = force x lever arm) and is the rotational counterpart to the force;operating torque;263;Property;OP;Variable;REAL_MEASURE;Nm;53"
"704;temperature at the engine block;engine temperature;264;Property;;Variable;REAL_MEASURE;K;22"
"705;temperature at the motor block;temperature of motor;264;Property;OP;Variable;REAL_MEASURE;°C;22"
"706;measured temperature at the engine block;temperature of the machine ;264;Property;OP;Variable;REAL_MEASURE;K;22"
"707;measured engine temperature;measured machine temperature;264;Property;OP;Variable;REAL_MEASURE;°C;22"
"708;measured machine temperature;measured motor temperature;264;Property;;Variable;REAL_MEASURE;K;22"
"709;measured temperature;heat engine temperature;264;Property;OP;Variable;REAL_MEASURE;°C;22"
"710;indicates measured temperature at the engine block;warmth engine temperature;264;Property;OP;Variable;REAL_MEASURE;°C;22"
"711;the power rating of equipment is the highest power input allowed to flow through particular equipment;motor power input;265;Property;OP;Variable;REAL_MEASURE;W;18"
"712;measured power absorbed by the motor;Motor power consumption;265;Property;OP;Variable;REAL_MEASURE;Watt;18"
"713;measured power absorbed by the motor;engine power consumption;265;Property;OP;Variable;REAL_MEASURE;W;18"
"714;measured power absorbed by the motor;Power consumption of the machine;265;Property;OP;Variable;REAL_MEASURE;W;18"
"715;measured power absorbed by the motor;Power input of the machine;265;Property;OP;Variable;REAL_MEASURE;Watt;18"
"716;measured power absorbed by the motor;Power consumption of machine;265;Property;OP;Variable;REAL_MEASURE;W;18"
"717;measured power absorbed by the motor;power consumption of a motor;265;Property;OP;Variable;REAL_MEASURE;W;18"
"718; the electrical current consumed is referred to as the rated current, provided that the equipment is supplied with rated voltage and outputs its rated power;motor current;267;Property;OP;Variable;REAL_MEASURE;A;54"
"719;electric engines draw the rated current only at full mechanical power output.;engine current;267;Property;OP;Variable;REAL_MEASURE;A;54"
"720;electric motors draw the rated current only at full mechanical power output.;machine current;267;Property;OP;Variable;REAL_MEASURE;A;54"
"721;an electric current is a stream of charged particles, such as electrons or ions, moving through an electrical conductor or space;Rated motor current;267;Property;OP;Variable;REAL_MEASURE;A;54"
"722; the electrical current consumed is referred to as the rated current, provided that the equipment is supplied with rated voltage and outputs its rated power;motor nominal current;267;Property;OP;Variable;REAL_MEASURE;A;54"
"723;the electric voltage is the potential difference between two points in the electric field. It is the driving force for the charge movement.;mains voltage;269;Property;OP;Variable;REAL_MEASURE;V;54"
